country,year,population,gdp_usd,gdp_per_capita_usd,inflation_rate,unemployment_rate,life_expectancy,hdi,co2_tonnes_per_capita,economic_growth_rate
USA,2023,675000000,9253575000000,13709,8.72,9.09,66.8,0.637,11.04,1.21
USA,2023,427000000,33447337000000,78331,8.24,4.58,64.8,0.907,1.9,-0.4
USA,2023,578000000,31673244000000,54798,9.26,7.67,76.4,0.702,6.29,6.89
USA,2023,155000000,7405125000000,47775,4.07,6.59,81.5,0.681,9.32,-1.36
USA,2023,938000000,75196646000000,80167,6.31,10.9,62.3,0.92,3.05,2.5
USA,2023,1275000000,46464825000000,36443,6.59,6.14,70.6,0.868,10.18,5.93
China,2023,599000000,47389885000000,79115,3.79,12.83,74.6,0.848,13.1,-1.23
China,2023,847000000,19647012000000,23196,0.94,14.61,63.8,0.77,10.32,6.68
China,2023,1358000000,80271380000000,59110,7.27,12.63,73.6,0.909,9.13,5.31
China,2023,1084000000,48494908000000,44737,2.08,16.52,84.2,0.64,7.75,5.74
China,2023,334000000,18803198000000,56297,4.39,9.38,67.4,0.559,13.84,2.1
China,2023,1183000000,66335542000000,56074,2.4,12.67,73.6,0.949,18.28,6.88
China,2023,737000000,41337593000000,56089,4.7,13.36,67.1,0.801,19.96,6.05
China,2023,1362000000,108131904000000,79392,11.39,14.11,75.3,0.573,12.82,4.96
China,2023,1162000000,16559662000000,14251,10.08,4.42,68.4,0.769,13.89,3.33
China,2023,1199000000,5999796000000,5004,8.62,14.55,67.0,0.748,12.93,-2.01
China,2023,282000000,10082910000000,35755,1.7,3.3,84.5,0.945,7.55,4.01
China,2023,633000000,33069819000000,52243,11.05,14.46,81.5,0.577,15.08,6.99
China,2023,901000000,23908936000000,26536,7.93,7.66,64.5,0.676,14.93,0.43
China,2023,628000000,28005660000000,44595,3.16,3.99,72.0,0.651,8.03,2.84
China,2023,191000000,1687485000000,8835,8.26,4.33,75.8,0.81,13.58,6.64
China,2023,1027000000,3183700000000,3100,1.14,12.25,81.4,0.818,12.8,5.48
China,2023,19000000,266228000000,14012,8.98,14.86,80.9,0.762,3.82,8.52
China,2023,1045000000,28272475000000,27055,-0.93,5.36,74.7,0.588,9.32,8.65
China,2023,227000000,9014851000000,39713,6.3,17.35,74.1,0.711,1.41,-2.94
China,2023,1007000000,22999880000000,22840,7.12,3.54,63.9,0.92,5.61,3.47
India,2023,449000000,21895036000000,48764,6.43,15.71,62.1,0.55,13.52,-1.28
India,2023,368000000,2139920000000,5815,7.66,10.78,84.0,0.937,18.2,7.5
India,2023,233000000,18520704000000,79488,1.07,12.91,72.2,0.792,4.48,-2.52
India,2023,935000000,11477125000000,12275,8.91,11.85,63.3,0.756,16.09,7.94
India,2023,658000000,29574468000000,44946,11.77,11.23,72.0,0.704,14.59,7.26
India,2023,398000000,32284964000000,81118,1.18,17.7,62.6,0.558,11.15,-0.83
India,2023,669000000,55290843000000,82647,5.63,10.54,68.3,0.599,17.36,5.31
India,2023,610000000,22622460000000,37086,5.48,2.91,82.9,0.691,12.99,-1.15
India,2023,804000000,32568432000000,40508,7.76,9.25,64.5,0.7,9.03,8.34
India,2023,11000000,435204000000,39564,11.26,13.23,62.8,0.748,18.35,1.94
India,2023,1158000000,45830166000000,39577,2.82,17.59,69.6,0.622,15.37,4.16
India,2023,774000000,65589534000000,84741,11.93,17.47,77.6,0.571,17.22,7.17
India,2023,1358000000,2763530000000,2035,2.71,8.12,76.2,0.907,11.79,2.35
India,2023,1265000000,99526405000000,78677,9.35,3.04,73.5,0.78,5.0,4.78
India,2023,392000000,25276160000000,64480,1.88,17.28,66.1,0.904,17.11,7.98
India,2023,32000000,1295424000000,40482,4.45,12.62,79.8,0.612,10.42,6.76
India,2023,263000000,4323194000000,16438,11.25,9.93,73.9,0.769,9.54,-2.5
India,2023,318000000,18536856000000,58292,4.16,15.25,77.2,0.745,9.61,0.46
India,2023,578000000,46298956000000,80102,11.77,2.88,64.2,0.738,8.37,-0.03
India,2023,471000000,21673065000000,46015,2.63,14.7,84.5,0.931,9.99,1.06
Germany,2023,1165000000,46046625000000,39525,8.24,4.54,75.4,0.625,17.84,6.84
Germany,2023,1111000000,51609283000000,46453,0.4,15.62,81.2,0.742,13.72,7.21
Germany,2023,986000000,5644850000000,5725,11.21,3.16,68.7,0.584,5.47,0.77
Germany,2023,334000000,16050370000000,48055,1.92,7.38,82.8,0.582,10.37,-2.58
Germany,2023,1200000000,78148800000000,65124,10.83,17.13,74.1,0.732,5.01,-2.54
Germany,2023,192000000,9138240000000,47595,-0.67,12.22,78.3,0.719,6.73,6.02
Germany,2023,1048000000,56138216000000,53567,2.2,11.1,64.4,0.705,15.63,-0.16
Germany,2023,517000000,33345983000000,64499,5.93,8.6,84.9,0.9,14.15,5.02
Germany,2023,819000000,62591256000000,76424,2.97,12.4,68.6,0.613,16.82,0.09
Germany,2023,1287000000,108115722000000,84006,4.66,4.51,73.3,0.662,10.39,-1.55
Germany,2023,876000000,57485748000000,65623,9.82,6.07,80.0,0.741,11.09,1.6
Germany,2023,1103000000,6009144000000,5448,8.21,10.44,66.6,0.576,16.88,4.65
Germany,2023,1034000000,82806856000000,80084,4.11,3.36,74.5,0.885,1.94,-1.84
Germany,2023,11000000,895378000000,81398,0.13,17.74,70.0,0.639,8.13,0.94
Germany,2023,142000000,11344096000000,79888,2.94,12.28,75.5,0.839,2.05,7.09
Germany,2023,286000000,15323022000000,53577,6.53,5.04,66.5,0.792,10.21,-1.44
Germany,2023,310000000,10110960000000,32616,8.73,12.36,77.8,0.684,12.04,0.94
Germany,2023,847000000,52260747000000,61701,2.97,4.57,83.7,0.585,10.07,-0.49
Germany,2023,396000000,31104216000000,78546,2.48,10.25,76.1,0.896,13.78,1.94
Germany,2023,1229000000,96474042000000,78498,4.09,14.88,82.9,0.782,5.02,2.72
Japan,2023,72000000,5324256000000,73948,5.41,12.86,65.5,0.889,18.86,-2.16
Japan,2023,816000000,51602208000000,63238,9.2,5.5,77.0,0.576,12.44,6.27
Japan,2023,83000000,4652648000000,56056,4.91,15.82,68.1,0.736,18.98,8.57
Japan,2023,830000000,19071740000000,22978,3.04,13.97,69.2,0.6,8.34,4.9
Japan,2023,388000000,11052568000000,28486,8.48,3.99,66.7,0.803,19.56,7.05
Japan,2023,469000000,13970103000000,29787,-0.04,2.14,71.3,0.651,7.56,0.04
Japan,2023,175000000,1816675000000,10381,7.28,13.84,70.6,0.867,13.47,7.88
Japan,2023,61000000,4321240000000,70840,0.64,9.51,72.4,0.812,17.78,7.8
Japan,2023,467000000,8347158000000,17874,-0.0,14.56,70.1,0.733,1.47,-0.74
Japan,2023,390000000,10980060000000,28154,8.24,13.75,68.8,0.817,10.7,8.6
Japan,2023,270000000,11951820000000,44266,2.38,3.21,71.3,0.561,12.03,7.87
Japan,2023,850000000,5094900000000,5994,3.67,7.14,70.0,0.895,17.1,1.84
Japan,2023,1397000000,19615277000000,14041,7.13,8.13,63.6,0.684,7.69,5.93
Japan,2023,1011000000,57578472000000,56952,6.71,14.36,68.2,0.625,3.15,-2.75
Japan,2023,1010000000,23242120000000,23012,1.73,3.35,80.3,0.561,4.86,0.69
Japan,2023,287000000,22717772000000,79156,3.23,3.31,83.5,0.777,10.41,-1.7
Japan,2023,1076000000,3892968000000,3618,0.39,14.22,63.4,0.819,8.23,-0.55
Japan,2023,101000000,4564493000000,45193,3.93,16.96,83.1,0.592,8.98,4.68
Japan,2023,1355000000,97600650000000,72030,9.65,13.03,84.5,0.577,13.94,4.63
Japan,2023,868000000,65258844000000,75183,0.87,3.83,65.3,0.607,12.14,4.1
UK,2023,905000000,20008645000000,22109,-0.56,14.4,72.8,0.694,18.06,-0.68
UK,2023,144000000,10942272000000,75988,11.44,15.94,63.0,0.659,12.41,5.84
UK,2023,1289000000,108595672000000,84248,8.89,14.42,74.0,0.651,7.5,-2.42
UK,2023,1342000000,58368948000000,43494,1.47,2.45,83.8,0.754,16.67,6.84
UK,2023,362000000,18639380000000,51490,1.34,7.42,73.5,0.945,9.13,4.21
UK,2023,950000000,4189500000000,4410,2.72,3.23,79.4,0.86,1.8,2.92
UK,2023,1059000000,69172821000000,65319,7.85,4.83,83.4,0.838,3.22,8.93
UK,2023,1083000000,82206198000000,75906,8.69,13.13,72.2,0.744,1.14,6.92
UK,2023,1382000000,15658060000000,11330,11.49,8.96,71.4,0.916,13.96,3.2
UK,2023,1114000000,57465690000000,51585,8.66,15.44,81.2,0.669,11.05,8.22
UK,2023,367000000,7133379000000,19437,8.57,2.08,65.5,0.823,6.52,0.03
UK,2023,571000000,15898353000000,27843,2.28,9.11,69.8,0.866,0.97,2.12
UK,2023,109000000,3170483000000,29087,11.53,16.91,82.1,0.734,18.82,6.12
UK,2023,355000000,28644595000000,80689,4.5,10.06,65.4,0.803,14.76,-2.07
UK,2023,1221000000,93198930000000,76330,10.43,15.14,78.3,0.594,13.52,4.68
UK,2023,751000000,57956172000000,77172,1.42,7.88,64.2,0.818,10.73,8.74
UK,2023,557000000,24648364000000,44252,9.17,3.91,65.8,0.672,9.77,4.67
UK,2023,162000000,11124378000000,68669,5.54,11.48,84.4,0.907,14.5,-2.77
UK,2023,98000000,363384000000,3708,8.22,3.45,63.1,0.622,16.6,2.63
UK,2023,1101000000,91789269000000,83369,4.75,3.08,65.3,0.94,11.16,6.99
France,2023,1220000000,32111620000000,26321,5.81,2.3,65.2,0.608,15.3,8.59
France,2023,1325000000,22687975000000,17123,3.11,16.42,75.9,0.775,6.89,0.89
France,2023,1083000000,82081653000000,75791,8.89,6.93,64.4,0.897,7.84,0.61
France,2023,520000000,43636840000000,83917,-0.44,4.71,66.8,0.574,11.38,8.39
France,2023,1109000000,66130779000000,59631,7.48,6.21,63.1,0.919,13.82,3.72
France,2023,1012000000,67386044000000,66587,7.39,6.16,84.0,0.897,7.49,-0.3
France,2023,270000000,1577610000000,5843,11.74,14.97,78.8,0.855,0.79,4.0
France,2023,392000000,7773360000000,19830,8.62,6.99,79.6,0.598,16.51,1.99
France,2023,715000000,58633575000000,82005,5.58,4.01,80.6,0.919,4.63,-1.59
France,2023,666000000,43902720000000,65920,4.05,4.75,79.6,0.572,3.89,8.18
France,2023,1348000000,80911004000000,60023,1.49,4.35,77.4,0.801,6.2,-2.69
France,2023,1130000000,79199440000000,70088,7.37,6.77,75.3,0.681,4.74,5.06
France,2023,826000000,53679262000000,64987,3.9,2.76,73.5,0.642,2.57,-2.13
France,2023,199000000,2720728000000,13672,6.04,10.55,80.8,0.676,11.27,8.01
France,2023,1002000000,50411622000000,50311,0.86,6.88,78.9,0.648,17.3,3.16
France,2023,805000000,67527425000000,83885,1.9,10.4,69.8,0.765,5.01,4.83
France,2023,82000000,1597442000000,19481,2.21,16.15,62.4,0.926,12.07,5.48
France,2023,70000000,4568620000000,65266,8.67,12.11,62.9,0.68,10.24,8.45
France,2023,595000000,1765960000000,2968,-0.65,17.7,65.8,0.881,1.72,3.08
France,2023,1266000000,62474568000000,49348,6.6,17.73,68.0,0.668,11.28,-0.88
Canada,2023,825000000,8293725000000,10053,4.11,6.36,69.4,0.757,9.19,-2.31
Canada,2023,381000000,9207246000000,24166,7.7,2.05,72.5,0.7,10.64,-0.61
Canada,2023,1215000000,72099315000000,59341,6.61,12.6,73.2,0.639,17.27,-0.96
Canada,2023,68000000,1338240000000,19680,11.35,14.12,63.3,0.873,6.6,5.28
Canada,2023,297000000,6223338000000,20954,10.39,9.08,74.7,0.768,1.57,2.82
Canada,2023,1097000000,15159443000000,13819,10.91,17.05,72.8,0.752,18.98,2.02
Canada,2023,522000000,17200944000000,32952,11.61,2.05,71.7,0.794,14.87,8.66
Canada,2023,563000000,32491856000000,57712,2.87,8.09,64.2,0.96,18.65,2.17
Canada,2023,418000000,22357984000000,53488,7.23,15.67,67.2,0.818,15.58,3.19
Canada,2023,1348000000,28694876000000,21287,2.2,12.58,79.0,0.812,5.61,-2.31
Canada,2023,935000000,28893370000000,30902,8.62,14.05,83.2,0.886,10.01,0.79
Canada,2023,1089000000,73324548000000,67332,10.48,6.71,66.5,0.915,18.95,5.72
Canada,2023,179000000,14601925000000,81575,1.93,10.29,70.2,0.906,17.09,-0.86
Canada,2023,842000000,3855518000000,4579,10.43,3.24,80.6,0.947,13.4,8.71
Canada,2023,196000000,11203948000000,57163,0.79,17.84,76.1,0.661,16.03,0.63
Canada,2023,205000000,9434510000000,46022,-0.47,6.11,73.7,0.727,15.98,2.96
Canada,2023,642000000,31069590000000,48395,6.72,13.35,76.4,0.59,19.72,1.7
Canada,2023,385000000,18780685000000,48781,6.27,9.26,83.1,0.829,12.89,6.84
Canada,2023,618000000,20051628000000,32446,11.39,8.68,76.5,0.686,19.28,1.8
Canada,2023,1041000000,76249086000000,73246,11.34,6.18,76.1,0.9,18.77,3.07
Brazil,2023,1274000000,46243652000000,36298,9.36,6.26,67.6,0.611,3.33,8.86
Brazil,2023,318000000,2326170000000,7315,0.38,3.53,76.7,0.863,10.59,0.23
Brazil,2023,557000000,24965854000000,44822,2.08,10.7,63.0,0.908,15.49,1.74
Brazil,2023,1312000000,36470976000000,27798,6.3,2.64,75.0,0.678,15.99,3.86
Brazil,2023,473000000,6660313000000,14081,2.28,5.75,70.3,0.769,9.46,8.59
Brazil,2023,1326000000,110949072000000,83672,10.45,12.6,63.7,0.752,9.65,9.0
Brazil,2023,1074000000,39614490000000,36885,9.33,16.67,63.9,0.931,4.48,-0.12
Brazil,2023,1069000000,12188738000000,11402,6.31,16.65,72.1,0.806,3.05,4.1
Brazil,2023,392000000,23390640000000,59670,9.8,3.09,73.2,0.759,14.8,-0.99
Brazil,2023,861000000,24770109000000,28769,8.03,2.14,72.4,0.735,18.26,8.91
Brazil,2023,1238000000,87683826000000,70827,10.44,13.34,63.9,0.76,1.5,-0.81
Brazil,2023,564000000,39539220000000,70105,0.47,13.14,79.1,0.944,13.41,5.81
Brazil,2023,1257000000,15013608000000,11944,0.79,10.7,64.7,0.661,0.54,-2.18
Brazil,2023,188000000,14201144000000,75538,9.04,2.9,75.5,0.66,5.52,6.59
Brazil,2023,1178000000,90981652000000,77234,8.91,13.1,83.7,0.771,7.76,-0.24
Brazil,2023,1360000000,16427440000000,12079,7.1,16.13,65.4,0.902,7.6,1.52
Brazil,2023,871000000,41999620000000,48220,6.83,10.58,68.8,0.774,9.65,1.13
Brazil,2023,331000000,13139045000000,39695,5.08,6.15,63.7,0.839,18.17,2.26
Brazil,2023,1386000000,114943752000000,82932,7.04,16.78,65.0,0.792,4.88,4.05
Brazil,2023,476000000,30070348000000,63173,10.29,6.6,66.0,0.847,8.41,0.35
Australia,2023,305000000,6882020000000,22564,7.15,17.39,64.4,0.794,2.12,4.38
Australia,2023,161000000,4815188000000,29908,6.2,11.34,79.6,0.711,3.08,7.76
Australia,2023,1324000000,44248080000000,33420,7.66,9.99,83.3,0.771,5.14,2.69
Australia,2023,969000000,56559561000000,58369,2.14,6.13,71.1,0.6,11.72,5.82
Australia,2023,1079000000,2591758000000,2402,3.44,6.65,70.7,0.675,15.94,2.33
Australia,2023,568000000,1253576000000,2207,9.26,11.45,79.0,0.871,1.87,5.15
Australia,2023,147000000,5188659000000,35297,-0.69,5.21,72.7,0.704,5.19,-1.01
Australia,2023,1193000000,6086686000000,5102,1.65,8.12,81.6,0.648,17.25,8.61
Australia,2023,165000000,10663125000000,64625,2.45,3.96,72.9,0.96,12.09,0.27
Australia,2023,1196000000,28565264000000,23884,11.2,15.45,73.0,0.797,11.49,0.95
Australia,2023,39000000,712647000000,18273,2.69,11.73,65.5,0.56,15.34,-1.25
Australia,2023,395000000,27334000000000,69200,4.06,8.86,73.0,0.582,15.47,-2.85
Australia,2023,1311000000,108520647000000,82777,-0.97,6.76,73.7,0.596,3.55,1.83
Australia,2023,339000000,4254450000000,12550,0.63,4.87,78.0,0.784,14.16,-1.86
Australia,2023,693000000,54864810000000,79170,11.8,13.17,70.3,0.682,2.34,-0.12
Australia,2023,1267000000,45658879000000,36037,0.64,13.66,62.4,0.742,3.09,1.5
Australia,2023,961000000,48258537000000,50217,6.2,14.38,74.7,0.614,5.02,1.44
Australia,2023,1162000000,12904010000000,11105,4.13,15.16,69.1,0.789,13.87,5.43
Australia,2023,1352000000,46818408000000,34629,10.82,14.3,84.8,0.616,10.99,3.15
Australia,2023,157000000,1440318000000,9174,5.81,12.17,81.9,0.701,10.67,2.86
Italy,2023,642000000,39230052000000,61106,5.63,11.42,63.9,0.786,7.37,-0.61
Italy,2023,1378000000,88689458000000,64361,9.98,12.98,81.2,0.622,8.46,-0.25
Italy,2023,148000000,4086132000000,27609,0.84,15.35,73.7,0.731,17.21,0.8
Italy,2023,195000000,1639560000000,8408,7.62,15.03,73.7,0.702,14.07,-0.93
Italy,2023,415000000,6504710000000,15674,10.53,4.73,78.7,0.813,9.07,7.9
Italy,2023,997000000,3643038000000,3654,4.82,10.2,64.5,0.9,13.13,5.72
Italy,2023,981000000,17729613000000,18073,1.96,10.16,76.9,0.668,1.56,1.22
Italy,2023,366000000,4370040000000,11940,4.64,12.78,63.1,0.867,0.9,1.08
Italy,2023,375000000,29715750000000,79242,6.28,15.88,64.4,0.736,10.88,3.19
Italy,2023,1276000000,37158396000000,29121,9.5,3.32,76.2,0.86,14.76,0.11
Italy,2023,1087000000,57310988000000,52724,0.72,10.16,82.0,0.76,12.28,3.02
Italy,2023,403000000,14472939000000,35913,3.14,2.59,79.2,0.856,16.03,-1.61
Italy,2023,1130000000,26660090000000,23593,7.39,2.07,62.4,0.806,4.51,8.91
Italy,2023,1333000000,102606342000000,76974,8.9,6.57,71.8,0.835,18.13,-0.91
Italy,2023,647000000,49327927000000,76241,5.07,16.14,63.6,0.676,13.6,0.75
Italy,2023,57000000,2248308000000,39444,1.17,15.83,81.8,0.553,8.83,7.52
Italy,2023,579000000,47607117000000,82223,11.15,2.97,80.8,0.953,12.42,3.07
Italy,2023,1108000000,58463620000000,52765,-0.47,9.33,66.4,0.792,17.86,4.29
Italy,2023,66000000,1539780000000,23330,2.58,13.97,74.5,0.865,4.35,6.95
Italy,2023,970000000,79703930000000,82169,3.27,11.83,65.5,0.724,18.17,1.99
South Korea,2023,1095000000,31221735000000,28513,1.59,14.49,67.9,0.743,11.43,-1.04
South Korea,2023,208000000,327184000000,1573,6.28,12.11,76.9,0.627,16.24,2.0
South Korea,2023,1123000000,62629710000000,55770,1.67,17.09,78.3,0.703,15.98,-0.05
South Korea,2023,595000000,11882150000000,19970,11.47,10.92,69.8,0.696,5.07,-2.2
South Korea,2023,86000000,2582236000000,30026,0.02,13.0,73.4,0.759,6.68,5.06
South Korea,2023,788000000,49034876000000,62227,4.22,6.27,63.0,0.83,5.05,5.43
South Korea,2023,376000000,2760216000000,7341,9.64,3.27,81.4,0.762,17.51,0.13
South Korea,2023,517000000,40171417000000,77701,6.21,7.06,71.9,0.835,9.64,1.34
South Korea,2023,340000000,2089640000000,6146,9.91,2.4,74.0,0.759,18.34,1.55
South Korea,2023,1351000000,90065766000000,66666,5.67,14.83,74.0,0.939,11.29,-1.53
South Korea,2023,195000000,1512225000000,7755,11.03,7.41,69.8,0.948,8.83,8.1
South Korea,2023,572000000,45125080000000,78890,3.34,6.58,68.3,0.82,19.92,-0.63
South Korea,2023,1288000000,92921472000000,72144,5.44,14.98,62.8,0.694,8.3,1.62
South Korea,2023,326000000,13451412000000,41262,10.89,3.75,77.1,0.712,8.98,7.72
South Korea,2023,441000000,15322104000000,34744,9.87,17.8,80.1,0.583,6.78,-1.89
South Korea,2023,591000000,20461602000000,34622,5.06,8.54,82.7,0.941,14.34,3.25
South Korea,2023,1399000000,16106687000000,11513,8.04,17.96,66.8,0.577,2.93,-0.18
South Korea,2023,962000000,49618036000000,51578,8.27,15.82,68.5,0.82,16.67,6.48
South Korea,2023,525000000,14811300000000,28212,3.37,10.78,71.2,0.581,18.37,4.99
South Korea,2023,662000000,25661768000000,38764,5.1,8.35,63.1,0.831,13.18,4.73
Mexico,2023,267000000,13388448000000,50144,4.84,9.29,62.6,0.562,10.72,-1.69
Mexico,2023,1397000000,3199130000000,2290,1.9,14.8,69.4,0.7,7.43,5.75
Mexico,2023,1229000000,19377643000000,15767,10.4,7.04,82.8,0.641,16.96,6.92
Mexico,2023,484000000,6129376000000,12664,3.17,3.32,83.3,0.734,3.37,8.13
Mexico,2023,65000000,841035000000,12939,3.26,3.26,74.6,0.944,10.63,3.16
Mexico,2023,1346000000,4219710000000,3135,5.16,7.82,78.3,0.925,9.95,6.63
Mexico,2023,99000000,6751107000000,68193,2.75,4.72,81.3,0.581,7.71,4.41
Mexico,2023,1178000000,93131502000000,79059,4.03,7.5,71.0,0.679,3.52,7.47
Mexico,2023,582000000,30896634000000,53087,8.52,2.66,67.4,0.898,5.35,8.51
Mexico,2023,707000000,46388391000000,65613,11.52,7.32,82.4,0.93,16.29,0.51
Mexico,2023,945000000,77361480000000,81864,7.82,13.36,83.0,0.736,14.6,-2.31
Mexico,2023,623000000,5568997000000,8939,8.34,2.24,71.3,0.747,9.97,3.24
Mexico,2023,776000000,30907304000000,39829,-0.24,5.28,80.7,0.843,10.84,5.87
Mexico,2023,427000000,27305796000000,63948,3.75,3.76,81.8,0.701,12.84,7.54
Mexico,2023,1117000000,10745540000000,9620,7.34,9.23,70.4,0.69,18.57,-2.21
Mexico,2023,295000000,1473230000000,4994,3.96,4.97,77.0,0.945,13.81,3.57
Mexico,2023,1063000000,2276946000000,2142,3.99,10.04,78.4,0.686,4.58,-0.68
Mexico,2023,61000000,4611417000000,75597,8.53,2.89,68.3,0.555,12.75,8.28
Mexico,2023,698000000,28682914000000,41093,2.82,11.45,72.0,0.767,6.8,3.28
Mexico,2023,320000000,26135040000000,81672,2.33,4.67,73.9,0.803,11.68,0.74
Indonesia,2023,1312000000,76073696000000,57983,4.78,14.7,79.9,0.736,9.61,1.21
Indonesia,2023,549000000,956907000000,1743,5.23,14.23,77.0,0.586,2.15,7.75
Indonesia,2023,782000000,21200802000000,27111,-0.19,5.35,81.0,0.701,14.77,5.44
Indonesia,2023,597000000,7575930000000,12690,-0.02,16.16,72.8,0.838,0.98,-0.27
Indonesia,2023,307000000,11120768000000,36224,2.85,12.42,72.3,0.728,16.69,0.6
Indonesia,2023,469000000,2556519000000,5451,0.84,3.06,83.9,0.949,16.06,8.6
Indonesia,2023,928000000,14256864000000,15363,10.67,17.31,65.8,0.829,7.64,8.84
Indonesia,2023,376000000,22175352000000,58977,1.34,10.04,65.3,0.56,11.75,4.59
Indonesia,2023,378000000,4231332000000,11194,3.51,9.33,73.7,0.805,15.12,2.24
Indonesia,2023,1285000000,58283745000000,45357,5.39,17.74,63.1,0.886,5.33,-0.38
Indonesia,2023,1114000000,36955836000000,33174,0.16,14.22,75.0,0.715,15.46,-1.4
Indonesia,2023,483000000,21895839000000,45333,1.3,17.18,80.9,0.956,16.33,4.35
Indonesia,2023,435000000,28875735000000,66381,9.42,14.48,83.8,0.855,1.69,7.13
Indonesia,2023,845000000,63564280000000,75224,11.88,7.85,84.6,0.768,15.69,3.68
Indonesia,2023,124000000,3093180000000,24945,11.35,14.34,71.6,0.815,3.57,8.59
Indonesia,2023,1205000000,94246665000000,78213,2.47,3.52,68.1,0.652,13.02,1.28
Indonesia,2023,605000000,43419035000000,71767,4.35,12.84,83.4,0.866,3.19,7.98
Indonesia,2023,186000000,5695878000000,30623,-0.56,13.34,75.2,0.608,18.85,6.25
Indonesia,2023,455000000,9953580000000,21876,8.93,4.36,74.0,0.743,8.93,-2.09
Indonesia,2023,289000000,15816681000000,54729,2.78,5.47,62.4,0.82,17.6,0.07
Saudi Arabia,2023,540000000,25520940000000,47261,0.83,10.67,73.9,0.766,5.4,-0.19
Saudi Arabia,2023,996000000,74335464000000,74634,10.71,15.26,62.4,0.873,16.95,3.13
Saudi Arabia,2023,501000000,26729352000000,53352,8.71,10.33,67.7,0.606,15.07,5.67
Saudi Arabia,2023,174000000,499380000000,2870,-0.77,17.07,62.3,0.696,11.41,-2.2
Saudi Arabia,2023,323000000,25472103000000,78861,5.68,15.52,69.8,0.735,16.24,-0.69
Saudi Arabia,2023,1297000000,107341017000000,82761,4.67,5.94,76.2,0.63,15.55,-1.24
Saudi Arabia,2023,1174000000,74851892000000,63758,1.46,7.21,82.2,0.77,18.6,0.08
Saudi Arabia,2023,1030000000,71054550000000,68985,10.55,12.36,75.5,0.594,7.79,-0.53
Saudi Arabia,2023,489000000,24009411000000,49099,5.0,8.01,63.8,0.695,13.14,4.58
Saudi Arabia,2023,1264000000,12265856000000,9704,4.09,12.07,83.8,0.747,8.51,8.18
Saudi Arabia,2023,504000000,32869368000000,65217,1.07,12.36,69.3,0.655,6.8,0.39
Saudi Arabia,2023,464000000,16908160000000,36440,1.52,17.21,72.5,0.598,5.95,0.56
Saudi Arabia,2023,851000000,54389963000000,63913,3.26,11.68,67.4,0.704,11.61,7.58
Saudi Arabia,2023,469000000,37455278000000,79862,8.92,4.62,81.2,0.667,8.94,1.57
Saudi Arabia,2023,903000000,35672112000000,39504,2.23,6.26,84.7,0.764,17.12,4.86
Saudi Arabia,2023,84000000,5066376000000,60314,3.6,7.93,66.1,0.68,13.51,-0.16
Saudi Arabia,2023,696000000,11241096000000,16151,5.69,4.03,80.7,0.711,11.41,2.1
Saudi Arabia,2023,542000000,42638598000000,78669,10.11,9.72,73.2,0.702,13.42,4.41
Saudi Arabia,2023,75000000,3534900000000,47132,1.66,5.9,70.5,0.556,1.38,6.94
Saudi Arabia,2023,1185000000,81864540000000,69084,10.84,5.11,63.3,0.952,2.04,-0.17
South Africa,2023,364000000,18677204000000,51311,9.4,11.8,63.5,0.59,1.98,-2.62
South Africa,2023,372000000,19711908000000,52989,3.31,11.53,78.3,0.871,8.34,1.3
South Africa,2023,609000000,13572783000000,22287,11.26,2.89,79.4,0.74,14.46,0.42
South Africa,2023,467000000,24250376000000,51928,0.55,15.17,79.0,0.657,14.26,0.84
South Africa,2023,1298000000,21345610000000,16445,10.93,11.63,83.4,0.783,16.85,-1.72
South Africa,2023,909000000,2113425000000,2325,10.51,13.09,80.3,0.774,8.8,-1.38
South Africa,2023,786000000,60814392000000,77372,6.44,7.37,78.5,0.859,13.95,0.34
South Africa,2023,1270000000,48247300000000,37990,5.49,5.21,83.3,0.938,15.67,7.52
South Africa,2023,112000000,964992000000,8616,8.11,11.07,82.8,0.746,14.9,-0.75
South Africa,2023,1110000000,10522800000000,9480,6.49,12.1,79.4,0.866,19.09,-2.53
South Africa,2023,1221000000,91741056000000,75136,1.62,15.05,80.8,0.864,1.34,-1.23
South Africa,2023,358000000,8799998000000,24581,11.8,15.71,81.2,0.843,12.01,6.03
South Africa,2023,931000000,51529919000000,55349,8.03,8.28,67.6,0.795,9.9,0.3
South Africa,2023,294000000,15894228000000,54062,10.63,17.13,69.4,0.552,2.14,4.77
South Africa,2023,1271000000,18573123000000,14613,8.61,11.9,77.5,0.906,11.1,5.04
South Africa,2023,905000000,29491235000000,32587,1.1,8.94,64.4,0.64,18.53,8.68
South Africa,2023,1283000000,1968122000000,1534,11.52,9.71,74.8,0.812,7.13,0.17
South Africa,2023,1079000000,9243793000000,8567,9.25,4.06,71.8,0.826,19.95,0.22
South Africa,2023,419000000,7423004000000,17716,6.56,5.79,63.5,0.691,7.92,6.01
South Africa,2023,619000000,20594749000000,33271,0.44,2.9,65.0,0.686,4.07,6.43
Spain,2023,1141000000,48509615000000,42515,11.96,16.91,76.8,0.834,9.29,-1.39
Spain,2023,993000000,26637225000000,26825,3.18,9.88,66.0,0.785,11.74,0.44
Spain,2023,398000000,26148600000000,65700,7.94,7.29,62.2,0.829,7.6,7.25
Spain,2023,519000000,16273764000000,31356,0.39,3.85,65.4,0.556,17.07,3.01
